title:White Rice's Wishlist



//double perks
dimwishlist:item=4248569242&perks=3523296417,469285294#notes:Reconstruction,Demolitionist | Recombination
dimwishlist:item=4074251943&perks=3891536761,777589557#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=4074251943&perks=3960499185,3700496672#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=4074251943&perks=3960499185,3828510309#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=4074251943&perks=3960499185,3891536761#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=4074251943&perks=3960499185,777589557#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=4074251943&perks=777589557,3700496672#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=4074251943&perks=777589557,3828510309#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=4074251943&perks=777589557,3891536761#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=4074251943&perks=777589557,3960499185#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=4074251943&perks=3038247973,3824105627#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=4074251943&perks=3038247973,4049631843#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=4074251943&perks=3038247973,1561789734#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=4074251943&perks=3824105627,3038247973#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=4074251943&perks=3824105627,4049631843#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=4074251943&perks=3824105627,1561789734#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=4074251943&perks=4049631843,3038247973#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=4074251943&perks=4049631843,3824105627#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=4074251943&perks=4049631843,1561789734#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=4074251943&perks=1561789734,3038247973#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=4074251943&perks=1561789734,3824105627#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=4074251943&perks=1561789734,4049631843#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3700496672,3038247973#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3700496672,3824105627#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3700496672,4049631843#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3700496672,1561789734#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3828510309,3038247973#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3828510309,3824105627#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3828510309,4049631843#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3828510309,1561789734#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3891536761,3038247973#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3891536761,3824105627#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3891536761,4049631843#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3891536761,1561789734#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3960499185,3038247973#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3960499185,3824105627#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3960499185,4049631843#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3960499185,1561789734#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=777589557,3038247973#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=777589557,3824105627#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=777589557,4049631843#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=777589557,1561789734#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3700496672,3828510309#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3700496672,3891536761#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3700496672,3960499185#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3700496672,777589557#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3828510309,3700496672#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3828510309,3891536761#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3828510309,3960499185#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3828510309,777589557#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3891536761,3700496672#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3891536761,3828510309#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3891536761,3960499185#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3891536761,777589557#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3960499185,3700496672#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3960499185,3828510309#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3960499185,3891536761#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3960499185,777589557#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=777589557,3700496672#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=777589557,3828510309#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=777589557,3891536761#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=777589557,3960499185#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3038247973,3824105627#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3038247973,4049631843#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3038247973,1561789734#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3824105627,3038247973#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3824105627,4049631843#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=3824105627,1561789734#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=4049631843,3038247973#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=4049631843,3824105627#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=4049631843,1561789734#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=1561789734,3038247973#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=1561789734,3824105627#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=681067419&perks=1561789734,4049631843#notes:Kinetic Tremors,Shoot to Loot,Enlightened Action | Firefly,Explosive Payload,One for All
dimwishlist:item=1432682459&perks=2578928832,831391274#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=2578928835,831391274#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3418782618,831391274#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3700496672,831391274#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3708253561,831391274#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3708253562,831391274#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=247725512,831391274#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=2578928832,2578928835#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=2578928832,3418782618#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=2578928832,3700496672#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=2578928832,3708253561#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=2578928832,3708253562#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=2578928832,247725512#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=2578928835,2578928832#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=2578928835,3418782618#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=2578928835,3700496672#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=2578928835,3708253561#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=2578928835,3708253562#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=2578928835,247725512#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3418782618,2578928832#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3418782618,2578928835#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3418782618,3700496672#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3418782618,3708253561#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3418782618,3708253562#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3418782618,247725512#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3700496672,2578928832#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3700496672,2578928835#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3700496672,3418782618#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3700496672,3708253561#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3700496672,3708253562#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3700496672,247725512#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3708253561,2578928832#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3708253561,2578928835#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3708253561,3418782618#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3708253561,3700496672#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3708253561,3708253562#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3708253561,247725512#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3708253562,2578928832#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3708253562,2578928835#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3708253562,3418782618#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3708253562,3700496672#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3708253562,3708253561#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=3708253562,247725512#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=247725512,2578928832#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=247725512,2578928835#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=247725512,3418782618#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=247725512,3700496672#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=247725512,3708253561#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=1432682459&perks=247725512,3708253562#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=128782990&perks=2578928832,831391274#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
dimwishlist:item=128782990&perks=2578928835,831391274#notes:Rapid Hit,Shoot to Loot,Rewind Rounds | Hatchling
